,artist,album,YYYYNN
5604,아이유 (IU),드림하이 OST,201105
5605,아이유 (IU),Real,201105
5606,주 (Joo),Heartmade (EP),201105
5607,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201105
5608,성시경,시크릿 가든 OST Special,201105
5609,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201105
5700,정용화(Jung Yong Hwa),처음 사랑하는 연인들을 위해 (부제 반말송),201106
5701,케이윌 (K.Will),가슴이 뛴다,201106
5702,현빈,시크릿 가든 OST Part 5,201106
5703,아이유 (IU),드림하이 OST,201106
5704,승리,승리 1st Mini Album V.V.I.P,201106
5705,시크릿 (Secret),샤이보이 (Shy Boy),201106
5706,오스카,시크릿 가든 OST Special,201106
5707,김보경,The First Day (EP),201106
5708,지나(G.NA),Black & White,201106
5709,씨야 (SeeYa),See You Again,201106
5800,아이유 (IU),드림하이 OST,201107
5801,"김범수, 태연 (TAEYEON)",달라,201107
5802,시크릿 (Secret),샤이보이 (Shy Boy),201107
5803,지나(G.NA),Black & White,201107
5804,정용화(Jung Yong Hwa),처음 사랑하는 연인들을 위해 (부제 반말송),201107
5805,케이윌 (K.Will),가슴이 뛴다,201107
5806,현빈,시크릿 가든 OST Part 5,201107
5807,나비 (Navi),1집 Hello,201107
5808,김보경,The First Day (EP),201107
5809,선예 (원더걸스),드림하이 OST,201107
5900,지나(G.NA),Black & White,201108
5901,아이유 (IU),드림하이 OST,201108
5902,박진영,드림하이 OST,201108
5903,시크릿 (Secret),샤이보이 (Shy Boy),201108
5904,"김범수, 태연 (TAEYEON)",달라,201108
5905,마이티 마우스 (Mighty Mouth),Mighty Fresh,201108
5906,"창민, 진운 (2am)",드림하이 OST,201108
5907,정용화(Jung Yong Hwa),처음 사랑하는 연인들을 위해 (부제 반말송),201108
5908,아이유 (IU),Real,201108
5909,나비 (Navi),1집 Hello,201108
6000,아이유 (IU),Real+,201109
6001,지나(G.NA),Black & White,201109
6002,아이유 (IU),드림하이 OST,201109
6003,마이티 마우스 (Mighty Mouth),Mighty Fresh,201109
6004,"창민, 진운 (2am)",드림하이 OST,201109
6005,김수현,드림하이 OST,201109
6006,이현 (에이트),내꺼중에 최고,201109
6007,아이유 (IU),Real+,201109
6008,시크릿 (Secret),샤이보이 (Shy Boy),201109
6009,박진영,드림하이 OST,201109
6100,아이유 (IU),Real+,201110
6101,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201110
6102,이현 (에이트),내꺼중에 최고,201110
6103,김수현,드림하이 OST,201110
6104,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201110
6105,마이티 마우스 (Mighty Mouth),Mighty Fresh,201110
6106,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201110
6107,지나(G.NA),Black & White,201110
6108,아이유 (IU),Real+,201110
6109,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201110
6200,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201111
6201,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201111
6202,아이유 (IU),Real+,201111
6203,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201111
6204,이현 (에이트),내꺼중에 최고,201111
6205,김수현,드림하이 OST,201111
6206,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201111
6207,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201111
6208,마이티 마우스 (Mighty Mouth),Mighty Fresh,201111
6209,지나(G.NA),Black & White,201111
6300,송지은,미친거니 (Digital Single),201112
6301,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201112
6302,아이유 (IU),Real+,201112
6303,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201112
6304,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201112
6305,현빈,"현빈, 가질 수 없는 너",201112
6306,이현 (에이트),내꺼중에 최고,201112
6307,이소라,6집 눈썹달,201112
6308,김수현,드림하이 OST,201112
6309,지나(G.NA),Black & White,201112
6400,케이윌 (K.Will),가슴이 뛴다,201113
6401,휘성,가슴 시린 이야기,201113
6402,송지은,미친거니 (Digital Single),201113
6403,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201113
6404,이현 (에이트),내꺼중에 최고,201113
6405,이소라,6집 눈썹달,201113
6406,다비치,"웃어요, 엄마 OST Part 8",201113
6407,현빈,"현빈, 가질 수 없는 너",201113
6408,아이유 (IU),Real+,201113
6409,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201113
6500,씨엔블루 (CNBLUE),FIRST STEP,201114
6501,케이윌 (K.Will),가슴이 뛴다,201114
6502,휘성,가슴 시린 이야기,201114
6503,윤도현,`나는 가수다` 경연 1. (`80년대 명곡 부르기),201114
6504,걸스데이 (Girl`s Day),Girl`s Day Party #3,201114
6505,송지은,미친거니 (Digital Single),201114
6506,BIGBANG (빅뱅),빅뱅 미니앨범 4집,201114
6507,이현 (에이트),내꺼중에 최고,201114
6508,정엽,49일 OST Part 3,201114
6509,정엽,`나는 가수다` 경연 1. `80년대 명곡 부르기,201114
6600,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201115
6601,씨엔블루 (CNBLUE),FIRST STEP,201115
6602,김건모,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201115
6603,양파,Elegy Nouveau - 스페셜,201115
6604,백지영,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201115
6605,윤도현,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201115
6606,케이윌 (K.Will),가슴이 뛴다,201115
6607,걸스데이 (Girl`s Day),Girl`s Day Party #3,201115
6608,박정현,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201115
6609,휘성,가슴 시린 이야기,201115
6700,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201116
6701,씨엔블루 (CNBLUE),FIRST STEP,201116
6702,오렌지 캬라멜 (Orange Caramel),방콕시티 (Digital Single),201116
6703,양파,Elegy Nouveau - 스페셜,201116
6704,포미닛 (4minute),Heart To Heart,201116
6705,걸스데이 (Girl`s Day),Girl`s Day Party #3,201116
6706,김태우,T-School,201116
6707,케이윌 (K.Will),가슴이 뛴다,201116
6708,BIGBANG (빅뱅),빅뱅 스페셜에디션,201116
6709,포미닛 (4minute),4MINUTES LEFT,201116
6800,BIGBANG (빅뱅),빅뱅 스페셜에디션,201117
6801,포미닛 (4minute),4MINUTES LEFT,201117
6802,BIGBANG (빅뱅),빅뱅 스페셜에디션,201117
6803,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201117
6804,씨엔블루 (CNBLUE),FIRST STEP,201117
6805,레인보우 (Rainbow),So 女 (EP),201117
6806,오렌지 캬라멜 (Orange Caramel),방콕시티 (Digital Single),201117
6807,포미닛 (4minute),Heart To Heart,201117
6808,걸스데이 (Girl`s Day),Girl`s Day Party #3,201117
6809,양파,Elegy Nouveau - 스페셜,201117
6900,f(x),`피노키오` f(x) The 1st Album,201118
6901,박봄,Don`t Cry (Digital Single),201118
6902,BIGBANG (빅뱅),빅뱅 스페셜에디션,201118
6903,포미닛 (4minute),4MINUTES LEFT,201118
6904,슈프림팀 (Supreme Team),Hommage to Quincy Jones (Digital Single),201118
6905,레인보우 (Rainbow),So 女 (EP),201118
6906,지아 (Zia),내 마음이 들리니 OST Part 1,201118
6907,오렌지 캬라멜 (Orange Caramel),방콕시티 (Digital Single),201118
6908,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`,201118
6909,걸스데이 (Girl`s Day),Girl`s Day Party #3,201118
7000,박봄,Don`t Cry (Digital Single),201119
7001,f(x),`피노키오` f(x) The 1st Album,201119
7002,포미닛 (4minute),4MINUTES LEFT,201119
7003,BIGBANG (빅뱅),빅뱅 스페셜에디션,201119
7004,레인보우 (Rainbow),So 女 (EP),201119
7005,박재범,Take A Deeper Look (EP),201119
7006,슈프림팀 (Supreme Team),Hommage to Quincy Jones (Digital Single),201119
7007,씨엔블루 (CNBLUE),FIRST STEP,201119
7008,걸스데이 (Girl`s Day),Girl`s Day Party #3,201119
7009,먼데이 키즈 (Monday Kiz),Memories Cantare,201119
7100,박봄,Don`t Cry (Digital Single),201120
7101,f(x),`피노키오` f(x) The 1st Album,201120
7102,임재범,Story Of Two Years,201120
7103,애프터스쿨 (After School),1집 Virgin,201120
7104,씨스타19,Ma Boy,201120
7105,miss A,1집 Love Alone,201120
7106,BMK,Soul Food,201120
7107,BIGBANG (빅뱅),빅뱅 스페셜에디션,201120
7108,포미닛 (4minute),4MINUTES LEFT,201120
7109,토이 (Toy),A Night In Seoul,201120
7200,박정현,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래),201121
7201,2NE1 (투애니 원),Lonely,201121
7202,씨스타19,Ma Boy,201121
7203,이소라,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래),201121
7204,박봄,Don`t Cry (Digital Single),201121
7205,f(x),`피노키오` f(x) The 1st Album,201121
7206,임정희,Golden Lady,201121
7207,비스트 (Beast),비가 오는 날엔,201121
7208,임재범,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래),201121
7209,김연우,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래),201121
7300,2NE1 (투애니 원),Lonely,201122
7301,씨스타19,Ma Boy,201122
7302,비스트 (Beast),비가 오는 날엔,201122
7303,임정희,Golden Lady,201122
7304,비스트 (Beast),1집 Fiction And Fact,201122
7305,f(x),`피노키오` f(x) The 1st Album,201122
7306,써니힐 (SunnyHill),최고의 사랑 OST Part 3,201122
7307,박봄,Don`t Cry (Digital Single),201122
7308,백지영,8집 Pitta,201122
7309,애프터스쿨 (After School),1집 Virgin,201122
7400,김연우,`나는 가수다` 경연 3-2 (네티즌 추천곡),201123
7401,임재범,`나는 가수다` 경연 3-2 (네티즌 추천곡),201123
7402,김범수,`나는 가수다` 경연 3-2 (네티즌 추천곡),201123
7403,백지영,8집 Pitta,201123
7404,2NE1 (투애니 원),Lonely,201123
7405,임재범,시티헌터 OST Part 1,201123
7406,아이유 (IU),최고의 사랑 OST Part 4,201123
7407,비스트 (Beast),1집 Fiction And Fact,201123
7408,써니힐 (SunnyHill),최고의 사랑 OST Part 3,201123
7409,씨스타19,Ma Boy,201123
7500,옥주현,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기),201124
7501,아이유 (IU),최고의 사랑 OST Part 4,201124
7502,김연우,`나는 가수다` 경연 3-2 (네티즌 추천곡),201124
7503,허각,최고의 사랑 OST Part 5,201124
7504,2NE1 (투애니 원),Lonely,201124
7505,비스트 (Beast),1집 Fiction And Fact,201124
7506,FTISLAND (FT아일랜드),Return,201124
7507,백지영,8집 Pitta,201124
7508,김범수,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기),201124
7509,시크릿 (Secret),별빛달빛,201124
7600,허각,최고의 사랑 OST Part 5,201125
7601,시크릿 (Secret),별빛달빛,201125
7602,포맨 (4Men),The Artist,201125
7603,아이유 (IU),최고의 사랑 OST Part 4,201125
7604,비스트 (Beast),1집 Fiction And Fact,201125
7605,FTISLAND (FT아일랜드),Return,201125
7606,2NE1 (투애니 원),Lonely,201125
7607,포맨 (4Men),The Artist,201125
7608,비스트 (Beast),비가 오는 날엔,201125
7609,써니힐 (SunnyHill),최고의 사랑 OST Part 3,201125
7700,JK 김동욱,`나는 가수다` 경연 5-2. 청중 평가단 추천곡,201126
7701,포맨 (4Men),The Artist,201126
7702,시크릿 (Secret),별빛달빛,201126
7703,허각,최고의 사랑 OST Part 5,201126
7704,f(x),`Hot Summer` f(x) 1st Album Repackage,201126
7705,김범수,`나는 가수다` 경연 5-2. 청중 평가단 추천곡,201126
7706,옥주현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡,201126
7707,박정현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡,201126
7708,비스트 (Beast),1집 Fiction And Fact,201126
7709,이소라,`나는 가수다` 경연 4-2. 청중 평가단 추천곡,201126
7800,2PM,2집 Hands Up,201127
7801,f(x),`Hot Summer` f(x) 1st Album Repackage,201127
7802,박정현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래,201127
7803,2NE1 (투애니 원),내가 제일 잘 나가,201127
7804,시크릿 (Secret),별빛달빛,201127
7805,김범수,Solista Part 2,201127
7806,포맨 (4Men),The Artist,201127
7807,"아이유 (IU), 김연아",얼음꽃,201127
7808,BMK,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래,201127
7809,허각,최고의 사랑 OST Part 5,201127
7900,2NE1 (투애니 원),내가 제일 잘 나가,201128
7901,2PM,2집 Hands Up,201128
7902,티아라 (T-ara),존트라볼타 워너비,201128
7903,f(x),`Hot Summer` f(x) 1st Album Repackage,201128
7904,정용화(Jung Yong Hwa),넌 내게 반했어 OST Part 1,201128
7905,시크릿 (Secret),별빛달빛,201128
7906,에이트 (8eight),8eight,201128
7907,레인보우 (Rainbow),Sweet Dream,201128
7908,"아이유 (IU), 김연아",얼음꽃,201128
7909,현아 (HyunA),A Bitter Day,201128
8000,GG,무한도전 서해안 고속도로 가요제,201129
8001,처진 달팽이,무한도전 서해안 고속도로 가요제,201129
8002,바닷길,무한도전 서해안 고속도로 가요제,201129
8003,철싸,무한도전 서해안 고속도로 가요제,201129
8004,파리돼지앵,무한도전 서해안 고속도로 가요제,201129
8005,스윗 콧소로우,무한도전 서해안 고속도로 가요제,201129
8006,센치한 하하,무한도전 서해안 고속도로 가요제,201129
8007,티아라 (T-ara),존트라볼타 워너비,201129
8008,2NE1 (투애니 원),내가 제일 잘 나가,201129
8009,처진 달팽이,무한도전 서해안 고속도로 가요제,201129
8100,GG,무한도전 서해안 고속도로 가요제,201130
8101,티아라 (T-ara),존트라볼타 워너비,201130
8102,처진 달팽이,무한도전 서해안 고속도로 가요제,201130
8103,현아 (HyunA),Bubble Pop!,201130
8104,처진 달팽이,무한도전 서해안 고속도로 가요제,201130
8105,김조한,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래,201130
8106,바닷길,무한도전 서해안 고속도로 가요제,201130
8107,2NE1 (투애니 원),내가 제일 잘 나가,201130
8108,철싸,무한도전 서해안 고속도로 가요제,201130
8109,파리돼지앵,무한도전 서해안 고속도로 가요제,201130
8200,miss A,A Class,201131
8201,티아라 (T-ara),존트라볼타 워너비,201131
8202,2NE1 (투애니 원),2NE1 2nd Mini Album,201131
8203,GG,무한도전 서해안 고속도로 가요제,201131
8204,현아 (HyunA),Bubble Pop!,201131
8205,창민＆이현 (HOMME),Homme by `Hitman` Bang - 남자니까 웃는거야,201131
8206,처진 달팽이,무한도전 서해안 고속도로 가요제,201131
8207,엠블랙 (MBLAQ),모나리자,201131
8208,백지영,공주의 남자 OST Part 1,201131
8209,2NE1 (투애니 원),내가 제일 잘 나가,201131
8300,miss A,A Class,201132
8301,박정현,`나는 가수다` 경연 6-2. 청중 평가단 추천곡,201132
8302,2NE1 (투애니 원),2NE1 2nd Mini Album,201132
8303,장혜진,`나는 가수다` 경연 6-2. 청중 평가단 추천곡,201132
8304,2NE1 (투애니 원),2NE1 2nd Mini Album,201132
8305,창민＆이현 (HOMME),Homme by `Hitman` Bang - 남자니까 웃는거야,201132
8306,리쌍,Grand Final,201132
8307,티아라 (T-ara),존트라볼타 워너비,201132
8308,애프터스쿨 RED,The 4Th Single Album - Red,201132
8309,김범수,`나는 가수다` 경연 6-2. 청중 평가단 추천곡,201132
8400,2NE1 (투애니 원),2NE1 2nd Mini Album,201133
8401,miss A,A Class,201133
8402,리쌍,Grand Final,201133
8403,2NE1 (투애니 원),2NE1 2nd Mini Album,201133
8404,센치한 하하,무한도전 서해안 고속도로 가요제,201133
8405,자우림,`나는 가수다` 경연 7-1. 내가 부르고 싶은 노래,201133
8406,슈퍼주니어 (Super Junior),`Mr. Simple` The 5th Album,201133
8407,티아라 (T-ara),존트라볼타 워너비,201133
8408,창민＆이현 (HOMME),Homme by `Hitman` Bang - 남자니까 웃는거야,201133
8409,포맨 (4Men),너의 웃음 고마워 (Vision Of Love),201133
8500,씨스타 (Sistar),1집 So Cool,201134
8501,2NE1 (투애니 원),2NE1 2nd Mini Album,201134
8502,김준수,여인의 향기 OST Part 2,201134
8503,슈퍼주니어 (Super Junior),`Mr. Simple` The 5th Album,201134
8504,miss A,A Class,201134
8505,"김범수, 박정현","Hwang Project Vol.2 - 사람, 사랑",201134
8506,센치한 하하,무한도전 서해안 고속도로 가요제,201134
8507,2NE1 (투애니 원),2NE1 2nd Mini Album,201134
8508,써니힐 (Sunny Hill),기도,201134
8509,리쌍,Grand Final,201134
8600,리쌍,AsuRa BalBalTa,201135
8601,씨스타 (Sistar),1집 So Cool,201135
8602,10cm,안아줘요,201135
8603,비 (Rain),부산여자 (Digital Single),201135
8604,2NE1 (투애니 원),2NE1 2nd Mini Album,201135
8605,박정현,`나는 가수다` 경연 7-2. `청중평가단 추천곡`,201135
8606,슈퍼주니어 (Super Junior),`Mr. Simple` The 5th Album,201135
8607,김범수,`나는 가수다` 경연 7-2. `청중평가단 추천곡`,201135
8608,Dal★Shabet (달샤벳),Bling Bling,201135
8609,miss A,A Class,201135
8700,리쌍,AsuRa BalBalTa,201136
8701,리쌍,AsuRa BalBalTa,201136
8702,씨스타 (Sistar),1집 So Cool,201136
8703,지나(G.NA),Top Girl (EP),201136
8704,리쌍,AsuRa BalBalTa,201136
8705,10cm,안아줘요,201136
8706,2NE1 (투애니 원),2NE1 2nd Mini Album,201136
8707,비 (Rain),부산여자 (Digital Single),201136
8708,인순이,17집,201136
8709,"박정현, 김범수",`나는 가수다` 사랑보다 깊은 상처 (박정현 & 김범수),201136
8800,다비치,Love Delight,201137
8801,리쌍,AsuRa BalBalTa,201137
8802,리쌍,AsuRa BalBalTa,201137
8803,리쌍,AsuRa BalBalTa,201137
8804,지나(G.NA),Top Girl (EP),201137
8805,씨스타 (Sistar),1집 So Cool,201137
8806,버벌진트 (Verbal Jint),Go Easy,201137
8807,장혜진,`나는 가수다` 경연 8-1 `자문위원단이 추천한 명곡30`,201137
8808,리쌍,AsuRa BalBalTa,201137
8809,윤민수,`나는 가수다` 경연 8-1 `자문위원단이 추천한 명곡30`,201137
8900,다비치,Love Delight,201138
8901,카라 (KARA),3rd Album STEP,201138
8902,리쌍,AsuRa BalBalTa,201138
8903,리쌍,AsuRa BalBalTa,201138
8904,버벌진트 (Verbal Jint),Go Easy,201138
8905,리쌍,AsuRa BalBalTa,201138
8906,지나(G.NA),Top Girl (EP),201138
8907,성시경,처음,201138
8908,다비치,Love Delight,201138
8909,씨스타 (Sistar),1집 So Cool,201138
9000,다비치,Love Delight,201139
9001,카라 (KARA),3rd Album STEP,201139
9002,지아 (Zia),그대이길 바래요,201139
9003,성시경,처음,201139
9004,허각,Like 1st Mini Album `First Story`,201139
9005,JYJ,IN HEAVEN,201139
9006,성시경,처음,201139
9007,리쌍,AsuRa BalBalTa,201139
9008,JYJ,Get Out,201139
9009,브라운 아이드 걸스,Sixth Sense,201139
9100,허각,Like 1st Mini Album `First Story`,201140
9101,브라운 아이드 걸스,Sixth Sense,201140
9102,성시경,처음,201140
9103,카라 (KARA),3rd Album STEP,201140
9104,다비치,Love Delight,201140
9105,유브이 (UV),Who am I,201140
9106,SG 워너비,사랑법,201140
9107,지아 (Zia),그대이길 바래요,201140
9108,바비 킴 (Bobby Kim),`나는 가수다` 경연 9-1. `가수들이 부르고 싶은 노래`,201140
9109,JYJ,IN HEAVEN,201140
9200,브라운 아이드 걸스,Sixth Sense,201141
9201,허각,Like 1st Mini Album `First Story`,201141
